Formatted Date,Summary,Precip Type,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2006-11-06 06:00:00.000 +0100,Breezy and Mostly Cloudy,rain,8.883333333333336,0.83,34.0676,289.0,9.982,1017.62
2006-11-06 07:00:00.000 +0100,Breezy and Mostly Cloudy,rain,8.933333333333332,0.83,30.477300000000003,293.0,11.0768,1018.59
2006-11-06 09:00:00.000 +0100,Breezy and Overcast,rain,8.905555555555557,0.88,29.543500000000005,299.0,11.27,1020.29
2006-10-29 20:00:00.000 +0100,Breezy and Mostly Cloudy,rain,12.755555555555556,0.77,38.3019,318.0,11.2056,1008.32
2006-10-29 23:00:00.000 +0100,Breezy and Partly Cloudy,rain,12.194444444444445,0.77,34.4057,309.0,15.826300000000002,1007.93
2006-10-03 14:00:00.000 +0200,Breezy and Partly Cloudy,rain,27.50555555555556,0.41,28.99610000000001,212.0,10.3523,1010.43
2006-10-03 16:00:00.000 +0200,Breezy and Partly Cloudy,rain,27.24444444444445,0.41,29.4791,218.0,9.982,1008.8
2006-10-30 00:00:00.000 +0100,Breezy and Partly Cloudy,rain,11.644444444444444,0.77,38.7205,309.0,15.826300000000002,1007.85
2006-10-30 02:00:00.000 +0100,Breezy and Partly Cloudy,rain,11.644444444444444,0.74,39.1713,309.0,9.982,1009.1
2006-10-30 03:00:00.000 +0100,Breezy and Partly Cloudy,rain,11.06111111111111,0.77,31.266200000000005,318.0,15.826300000000002,1009.79
2006-10-30 04:00:00.000 +0100,Breezy and Mostly Cloudy,rain,10.56111111111111,0.77,30.010400000000004,319.0,14.9569,1010.83
2006-10-30 08:00:00.000 +0100,Breezy and Mostly Cloudy,rain,7.155555555555559,0.65,33.310900000000004,27.0,11.27,1016.39
2006-10-04 18:00:00.000 +0200,Breezy and Mostly Cloudy,rain,16.922222222222224,0.69,37.352,310.0,10.980200000000002,1010.93
2006-09-17 12:00:00.000 +0200,Breezy,rain,22.3,0.55,36.4504,149.0,9.982,0.0
2006-09-05 12:00:00.000 +0200,Breezy and Partly Cloudy,rain,26.011111111111106,0.43,35.32340000000001,319.0,10.0464,0.0
2006-09-05 13:00:00.000 +0200,Breezy and Partly Cloudy,rain,26.06111111111111,0.44,35.67760000000001,309.0,9.982,0.0
2006-09-08 15:00:00.000 +0200,Breezy and Mostly Cloudy,rain,19.79444444444444,0.73,34.5023,309.0,11.125100000000002,1018.42
2006-09-08 16:00:00.000 +0200,Breezy and Mostly Cloudy,rain,17.872222222222227,0.77,33.2626,309.0,9.982,1019.31
2007-04-18 17:00:00.000 +0200,Breezy and Overcast,rain,17.933333333333334,0.49,34.0998,320.0,11.3988,1003.5
2007-04-18 18:00:00.000 +0200,Breezy and Overcast,rain,13.955555555555556,0.45,33.6168,311.0,9.982,1003.67
2007-04-23 13:00:00.000 +0200,Dry and Partly Cloudy,rain,20.07222222222222,0.17,2.8014,310.0,9.982,1025.13
2007-04-23 16:00:00.000 +0200,Dry and Partly Cloudy,rain,21.20555555555556,0.15,5.2969,128.0,9.982,1022.73
2007-04-23 17:00:00.000 +0200,Dry and Partly Cloudy,rain,21.244444444444444,0.15,2.5921000000000003,198.0,10.3523,1022.38
2007-04-23 18:00:00.000 +0200,Dry and Partly Cloudy,rain,20.161111111111115,0.18,3.6708,172.0,9.982,1021.7
2007-04-04 23:00:00.000 +0200,Breezy and Partly Cloudy,rain,7.405555555555555,0.56,29.463000000000005,27.0,14.9569,1013.23
2007-08-03 20:00:00.000 +0200,Breezy and Mostly Cloudy,rain,24.61111111111111,0.48,33.05330000000001,299.0,8.8228,1015.22
2007-02-01 06:00:00.000 +0100,Breezy and Overcast,rain,4.927777777777776,0.86,32.2483,289.0,11.125100000000002,1013.73
2007-02-01 08:00:00.000 +0100,Breezy and Mostly Cloudy,rain,6.138888888888888,0.79,32.8279,289.0,9.9015,1014.06
2007-02-01 09:00:00.000 +0100,Windy and Partly Cloudy,rain,7.733333333333332,0.71,40.29830000000001,298.0,11.27,1014.19
2007-02-01 10:00:00.000 +0100,Windy and Partly Cloudy,rain,8.833333333333334,0.65,47.5272,299.0,11.4471,1014.4
2007-02-01 11:00:00.000 +0100,Windy and Partly Cloudy,rain,8.933333333333332,0.63,44.3877,299.0,11.27,1014.83
2007-02-01 12:00:00.000 +0100,Windy and Partly Cloudy,rain,10.02222222222222,0.58,44.21060000000001,318.0,11.27,1015.09
2007-02-01 13:00:00.000 +0100,Windy and Mostly Cloudy,rain,10.050000000000002,0.53,47.28570000000001,308.0,11.0768,1015.3
2007-02-01 14:00:00.000 +0100,Windy and Partly Cloudy,rain,10.044444444444443,0.5,43.5988,317.0,11.27,1015.78
2007-02-01 15:00:00.000 +0100,Windy and Partly Cloudy,rain,8.933333333333332,0.54,45.6113,319.0,11.27,1016.33
2007-02-01 16:00:00.000 +0100,Breezy and Partly Cloudy,rain,8.044444444444443,0.61,36.933400000000006,310.0,11.3988,1017.26
2007-02-01 17:00:00.000 +0100,Windy and Partly Cloudy,rain,7.2666666666666675,0.6,40.8457,309.0,9.982,1017.44
2007-02-01 18:00:00.000 +0100,Breezy and Partly Cloudy,rain,7.194444444444446,0.6,34.437900000000006,318.0,9.982,1018.35
2007-02-01 19:00:00.000 +0100,Breezy and Partly Cloudy,rain,6.194444444444442,0.68,31.68480000000001,319.0,10.3523,1019.11
2007-02-01 20:00:00.000 +0100,Breezy,rain,6.083333333333335,0.65,29.9138,318.0,9.982,1019.94
2007-02-24 13:00:00.000 +0100,Breezy and Partly Cloudy,rain,4.961111111111111,0.53,37.2715,148.0,10.3523,1020.16
2007-02-24 14:00:00.000 +0100,Breezy and Partly Cloudy,rain,5.116666666666667,0.48,33.9549,150.0,9.982,1019.51
2007-02-24 15:00:00.000 +0100,Breezy and Partly Cloudy,rain,5.116666666666667,0.48,32.4415,149.0,9.982,1019.58
2007-02-24 21:00:00.000 +0100,Breezy and Mostly Cloudy,rain,0.5388888888888883,0.5,33.1177,159.0,15.826300000000002,1019.72
2007-02-25 01:00:00.000 +0100,Breezy and Mostly Cloudy,rain,0.5277777777777793,0.67,31.68480000000001,148.0,15.005200000000002,1013.34
2007-02-25 10:00:00.000 +0100,Breezy and Overcast,rain,0.9388888888888876,0.54,31.266200000000005,160.0,10.3523,1017.65
2007-02-25 20:00:00.000 +0100,Breezy and Mostly Cloudy,rain,1.183333333333335,0.69,29.173200000000005,150.0,10.0464,1014.16
2007-02-25 22:00:00.000 +0100,Breezy and Mostly Cloudy,rain,1.022222222222224,0.67,29.688400000000005,157.0,15.005200000000002,1014.05
2007-02-26 00:00:00.000 +0100,Breezy and Overcast,rain,1.0888888888888897,0.69,30.429000000000002,150.0,15.826300000000002,1012.49
2007-02-26 02:00:00.000 +0100,Breezy and Overcast,rain,1.0888888888888897,0.7,30.412900000000004,149.0,15.826300000000002,1011.59
2007-02-26 03:00:00.000 +0100,Breezy and Overcast,rain,0.6277777777777792,0.72,30.2841,150.0,15.826300000000002,1010.75
2007-02-26 04:00:00.000 +0100,Breezy and Partly Cloudy,rain,0.6500000000000009,0.72,30.1392,148.0,14.9569,1010.5
2007-02-26 05:00:00.000 +0100,Breezy and Mostly Cloudy,rain,1.0888888888888897,0.75,31.845800000000004,150.0,9.982,1010.03
2007-02-26 08:00:00.000 +0100,Breezy and Overcast,rain,2.1555555555555572,0.7,31.910200000000003,149.0,9.9015,1009.78
2007-02-26 09:00:00.000 +0100,Breezy and Overcast,rain,2.7111111111111126,0.71,33.7456,149.0,9.8049,1009.76
2007-02-26 10:00:00.000 +0100,Breezy and Overcast,rain,2.6611111111111105,0.83,33.27870000000001,150.0,10.5938,1009.19
2007-02-03 11:00:00.000 +0100,Breezy and Partly Cloudy,rain,7.799999999999999,0.7,39.5738,309.0,11.27,1019.56
2007-02-03 12:00:00.000 +0100,Windy and Partly Cloudy,rain,7.872222222222224,0.62,46.83490000000001,319.0,11.27,1019.73
2007-02-03 13:00:00.000 +0100,Breezy and Partly Cloudy,rain,7.872222222222224,0.61,35.5649,319.0,11.0768,1019.41
2007-02-03 14:00:00.000 +0100,Breezy and Partly Cloudy,rain,8.866666666666667,0.54,36.3216,319.0,11.27,1019.33
2007-02-03 15:00:00.000 +0100,Breezy and Mostly Cloudy,rain,7.799999999999999,0.53,33.777800000000006,318.0,11.27,1019.51
2007-02-03 16:00:00.000 +0100,Breezy and Partly Cloudy,rain,7.355555555555558,0.54,33.649,319.0,11.0768,1020.25
2007-02-03 17:00:00.000 +0100,Breezy and Mostly Cloudy,rain,6.183333333333335,0.6,36.0157,319.0,10.0464,1019.66
2007-02-08 13:00:00.000 +0100,Breezy and Partly Cloudy,rain,13.866666666666667,0.57,35.613200000000006,229.0,11.0768,1004.97
2007-01-12 10:00:00.000 +0100,Breezy and Partly Cloudy,rain,9.994444444444447,0.71,30.815400000000004,298.0,10.0303,1016.56
2007-01-12 11:00:00.000 +0100,Breezy and Partly Cloudy,rain,11.133333333333333,0.61,34.6794,299.0,11.27,1017.14
2007-01-12 12:00:00.000 +0100,Breezy and Partly Cloudy,rain,12.17222222222222,0.52,38.4146,309.0,11.27,1017.16
2007-01-12 13:00:00.000 +0100,Windy and Partly Cloudy,rain,11.25,0.52,43.4378,310.0,11.4471,1017.71
2007-01-12 14:00:00.000 +0100,Breezy and Partly Cloudy,rain,9.027777777777779,0.65,39.7509,299.0,11.4954,1019.3
2007-01-12 15:00:00.000 +0100,Windy and Partly Cloudy,rain,9.05,0.61,44.6292,309.0,11.4954,1019.96
2007-01-12 16:00:00.000 +0100,Breezy and Partly Cloudy,rain,9.011111111111113,0.52,32.1034,319.0,11.3988,1020.39
2007-01-18 01:00:00.000 +0100,Breezy and Overcast,rain,9.961111111111112,0.7,34.4701,220.0,14.586600000000002,1007.89
2007-01-18 13:00:00.000 +0100,Breezy and Mostly Cloudy,rain,13.805555555555555,0.63,32.8601,210.0,9.982,1017.97
2007-01-18 23:00:00.000 +0100,Breezy and Overcast,rain,10.672222222222224,0.68,31.652600000000003,210.0,15.826300000000002,1007.76
2007-01-19 00:00:00.000 +0100,Breezy and Overcast,rain,10.716666666666663,0.68,34.72770000000001,210.0,15.826300000000002,1005.88
2007-01-19 02:00:00.000 +0100,Windy and Overcast,rain,11.661111111111113,0.66,42.53620000000001,220.0,15.826300000000002,1002.33
2007-01-19 03:00:00.000 +0100,Breezy and Overcast,rain,11.827777777777774,0.69,39.5577,230.0,15.826300000000002,1000.76
2007-01-19 04:00:00.000 +0100,Breezy and Mostly Cloudy,rain,12.727777777777774,0.66,38.91370000000001,239.0,15.005200000000002,1000.5
2007-01-19 05:00:00.000 +0100,Windy and Mostly Cloudy,rain,13.699999999999998,0.65,46.83490000000001,260.0,11.0446,999.56
2007-01-19 09:00:00.000 +0100,Breezy and Mostly Cloudy,rain,10.027777777777775,0.83,38.3824,280.0,11.27,1005.26
2007-01-19 10:00:00.000 +0100,Breezy and Mostly Cloudy,rain,10.966666666666667,0.8,33.6168,279.0,10.4006,1006.23
2007-01-19 11:00:00.000 +0100,Breezy and Overcast,rain,10.050000000000002,0.76,40.1212,299.0,11.27,1007.36
2007-01-19 13:00:00.000 +0100,Breezy and Mostly Cloudy,rain,9.016666666666664,0.77,33.5524,289.0,11.4471,1007.5
2007-01-19 14:00:00.000 +0100,Breezy,rain,7.872222222222224,0.82,34.1803,280.0,11.27,1008.12
2007-01-19 15:00:00.000 +0100,Breezy and Mostly Cloudy,rain,7.805555555555554,0.83,34.132,280.0,10.0464,1009.18
2007-01-19 23:00:00.000 +0100,Breezy,rain,8.311111111111114,0.74,31.395000000000003,309.0,15.826300000000002,1015.53
2007-01-20 00:00:00.000 +0100,Breezy,rain,8.383333333333335,0.71,29.2376,299.0,15.826300000000002,1016.47
2007-01-20 02:00:00.000 +0100,Breezy,rain,9.4,0.62,31.008600000000005,309.0,15.826300000000002,1018.05
2007-01-21 17:00:00.000 +0100,Breezy and Mostly Cloudy,rain,11.083333333333336,0.86,32.2,320.0,8.05,1013.82
2007-01-24 04:00:00.000 +0100,Breezy and Overcast,rain,9.244444444444444,0.94,29.5596,150.0,11.3505,994.82
2007-01-24 05:00:00.000 +0100,Breezy and Overcast,rain,9.261111111111113,0.93,30.300200000000004,161.0,11.6725,994.25
2007-01-27 01:00:00.000 +0100,Breezy,snow,-1.805555555555556,0.72,30.783200000000004,299.0,14.586600000000002,1022.36
2007-01-27 23:00:00.000 +0100,Breezy,snow,-1.161111111111111,0.72,31.878000000000004,290.0,15.826300000000002,1020.53
2007-01-28 00:00:00.000 +0100,Breezy,snow,-1.161111111111111,0.69,31.443300000000004,309.0,15.826300000000002,1021.56
2007-01-29 09:00:00.000 +0100,Breezy and Partly Cloudy,rain,7.161111111111111,0.56,36.04790000000001,270.0,11.27,1009.32
2007-01-29 10:00:00.000 +0100,Windy and Partly Cloudy,rain,8.28888888888889,0.52,49.0567,287.0,11.4471,1009.41
2007-01-29 11:00:00.000 +0100,Windy and Partly Cloudy,rain,8.816666666666666,0.54,53.242700000000006,299.0,11.27,1008.79
2007-01-29 12:00:00.000 +0100,Windy and Mostly Cloudy,rain,8.861111111111112,0.54,53.1944,299.0,11.27,1008.71
